name,color,cmc,manaCost,power,toughness,text,types,subtypes
Hound of Griselbrand, Red,4,{2}{R}{R},2,2,"Double strike
Undying (When this creature dies, if it had no +1/+1 counters on it, return it to the battlefield under its owner's control with a +1/+1 counter on it.)", Creature, Elemental Hound
Kessig Malcontents, Red,3,{2}{R},3,1,"When Kessig Malcontents enters the battlefield, it deals damage to target player or planeswalker equal to the number of Humans you control.", Creature, Human Warrior
Lightning Mauler, Red,2,{1}{R},2,1,"Soulbond (You may pair this creature with another unpaired creature when either enters the battlefield. They remain paired for as long as you control both of them.)
As long as Lightning Mauler is paired with another creature, both creatures have haste.", Creature, Human Berserker
Lightning Prowess, Red,3,{2}{R},,,"Enchant creature
Enchanted creature has haste and ""{T}: This creature deals 1 damage to any target.""", Enchantment, Aura
Malicious Intent, Red,2,{1}{R},,,"Enchant creature
Enchanted creature has ""{T}: Target creature can't block this turn.""", Enchantment, Aura
Malignus, Red,5,{3}{R}{R},*,*,"Malignus's power and toughness are each equal to half the highest life total among your opponents, rounded up.
Damage that would be dealt by Malignus can't be prevented.", Creature, Elemental Spirit
Raging Poltergeist, Red,5,{4}{R},6,1,, Creature, Spirit
Riot Ringleader, Red,3,{2}{R},2,2,"Whenever Riot Ringleader attacks, Human creatures you control get +1/+0 until end of turn.", Creature, Human Warrior
Rite of Ruin, Red,7,{5}{R}{R},,,"Choose an order for artifacts, creatures, and lands. Each player sacrifices one permanent of the first type, sacrifices two of the second type, then sacrifices three of the third type.", Sorcery,
Rush of Blood, Red,3,{2}{R},,,"Target creature gets +X/+0 until end of turn, where X is its power.", Instant,
Scalding Devil, Red,2,{1}{R},1,1,{2}{R}: Scalding Devil deals 1 damage to target player or planeswalker., Creature, Devil
Stonewright, Red,1,{R},1,1,"Soulbond (You may pair this creature with another unpaired creature when either enters the battlefield. They remain paired for as long as you control both of them.)
As long as Stonewright is paired with another creature, each of those creatures has ""{R}: This creature gets +1/+0 until end of turn.""", Creature, Human Shaman
Thatcher Revolt, Red,3,{2}{R},,,Create three 1/1 red Human creature tokens with haste. Sacrifice those tokens at the beginning of the next end step., Sorcery,
Tyrant of Discord, Red,7,{4}{R}{R}{R},7,7,"When Tyrant of Discord enters the battlefield, target opponent chooses a permanent they control at random and sacrifices it. If a nonland permanent is sacrificed this way, repeat this process.", Creature, Elemental
Uncanny Speed, Red,2,{1}{R},,,Target creature gets +3/+0 and gains haste until end of turn., Instant,
Vexing Devil, Red,1,{R},4,3,"When Vexing Devil enters the battlefield, any opponent may have it deal 4 damage to them. If a player does, sacrifice Vexing Devil.", Creature, Devil
Vigilante Justice, Red,4,{3}{R},,,"Whenever a Human enters the battlefield under your control, Vigilante Justice deals 1 damage to any target.", Enchantment,
Blessings of Nature, Green,5,{4}{G},,,"Distribute four +1/+1 counters among any number of target creatures.
Miracle {G} (You may cast this card for its miracle cost when you draw it if it's the first card you drew this turn.)", Sorcery,
Bower Passage, Green,2,{1}{G},,,Creatures with flying can't block creatures you control., Enchantment,
Descendants' Path, Green,3,{2}{G},,,"At the beginning of your upkeep, reveal the top card of your library. If it's a creature card that shares a creature type with a creature you control, you may cast that card without paying its mana cost. Otherwise, put that card on the bottom of your library.", Enchantment,
Diregraf Escort, Green,1,{G},1,1,"Soulbond (You may pair this creature with another unpaired creature when either enters the battlefield. They remain paired for as long as you control both of them.)
As long as Diregraf Escort is paired with another creature, both creatures have protection from Zombies.", Creature, Human Cleric
Druid's Familiar, Green,4,{3}{G},2,2,"Soulbond (You may pair this creature with another unpaired creature when either enters the battlefield. They remain paired for as long as you control both of them.)
As long as Druid's Familiar is paired with another creature, each of those creatures gets +2/+2.", Creature, Bear
Druids' Repository, Green,3,{1}{G}{G},,,"Whenever a creature you control attacks, put a charge counter on Druids' Repository.
Remove a charge counter from Druids' Repository: Add one mana of any color.", Enchantment,
Eaten by Spiders, Green,3,{2}{G},,,Destroy target creature with flying and all Equipment attached to that creature., Instant,
Flowering Lumberknot, Green,4,{3}{G},5,5,Flowering Lumberknot can't attack or block unless it's paired with a creature with soulbond., Creature, Treefolk
Geist Trappers, Green,5,{4}{G},3,5,"Soulbond (You may pair this creature with another unpaired creature when either enters the battlefield. They remain paired for as long as you control both of them.)
As long as Geist Trappers is paired with another creature, both creatures have reach.", Creature, Human Warrior
Grounded, Green,2,{1}{G},,,"Enchant creature
Enchanted creature loses flying.", Enchantment, Aura
Howlgeist, Green,6,{5}{G},4,2,"Creatures with power less than Howlgeist's power can't block it.
Undying (When this creature dies, if it had no +1/+1 counters on it, return it to the battlefield under its owner's control with a +1/+1 counter on it.)", Creature, Spirit Wolf
Joint Assault, Green,1,{G},,,"Target creature gets +2/+2 until end of turn. If it's paired with a creature, that creature also gets +2/+2 until end of turn.", Instant,
Lair Delve, Green,3,{2}{G},,,Reveal the top two cards of your library. Put all creature and land cards revealed this way into your hand and the rest on the bottom of your library in any order., Sorcery,
Natural End, Green,3,{2}{G},,,Destroy target artifact or enchantment. You gain 3 life., Instant,
Nettle Swine, Green,4,{3}{G},4,3,, Creature, Boar
Nightshade Peddler, Green,2,{1}{G},1,1,"Soulbond (You may pair this creature with another unpaired creature when either enters the battlefield. They remain paired for as long as you control both of them.)
As long as Nightshade Peddler is paired with another creature, both creatures have deathtouch.", Creature, Human Druid
Pathbreaker Wurm, Green,6,{4}{G}{G},6,4,"Soulbond (You may pair this creature with another unpaired creature when either enters the battlefield. They remain paired for as long as you control both of them.)
As long as Pathbreaker Wurm is paired with another creature, both creatures have trample.", Creature, Wurm
Primal Surge, Green,10,{8}{G}{G},,,"Exile the top card of your library. If it's a permanent card, you may put it onto the battlefield. If you do, repeat this process.", Sorcery,
Revenge of the Hunted, Green,6,{4}{G}{G},,,"Until end of turn, target creature gets +6/+6 and gains trample, and all creatures able to block it this turn do so.
Miracle {G} (You may cast this card for its miracle cost when you draw it if it's the first card you drew this turn.)", Sorcery,
Sheltering Word, Green,2,{1}{G},,,Target creature you control gains hexproof until end of turn. You gain life equal to that creature's toughness. (A creature with hexproof can't be the target of spells or abilities your opponents control.), Instant,
Snare the Skies, Green,1,{G},,,Target creature gets +1/+1 and gains reach until end of turn. (It can block creatures with flying.), Instant,
Somberwald Sage, Green,3,{2}{G},0,1,{T}: Add three mana of any one color. Spend this mana only to cast creature spells., Creature, Human Druid
Triumph of Ferocity, Green,3,{2}{G},,,"At the beginning of your upkeep, draw a card if you control the creature with the greatest power or tied for the greatest power.", Enchantment,
Trusted Forcemage, Green,3,{2}{G},2,2,"Soulbond (You may pair this creature with another unpaired creature when either enters the battlefield. They remain paired for as long as you control both of them.)
As long as Trusted Forcemage is paired with another creature, each of those creatures gets +1/+1.", Creature, Human Shaman
Vorstclaw, Green,6,{4}{G}{G},7,7,, Creature, Elemental Horror
Wild Defiance, Green,3,{2}{G},,,"Whenever a creature you control becomes the target of an instant or sorcery spell, that creature gets +3/+3 until end of turn.", Enchantment,
Wildwood Geist, Green,5,{4}{G},3,3,Wildwood Geist gets +2/+2 as long as it's your turn., Creature, Spirit
Wolfir Avenger, Green,3,{1}{G}{G},3,3,"Flash (You may cast this spell any time you could cast an instant.)
{1}{G}: Regenerate Wolfir Avenger.", Creature, Wolf Warrior
Wolfir Silverheart, Green,5,{3}{G}{G},4,4,"Soulbond (You may pair this creature with another unpaired creature when either enters the battlefield. They remain paired for as long as you control both of them.)
As long as Wolfir Silverheart is paired with another creature, each of those creatures gets +4/+4.", Creature, Wolf Warrior
Yew Spirit, Green,5,{4}{G},3,3,"{2}{G}{G}: Yew Spirit gets +X/+X until end of turn, where X is its power.", Creature, Spirit Treefolk
"Sigarda, Host of Herons", White Green,5,{2}{G}{W}{W},5,5,"Flying, hexproof
Spells and abilities your opponents control can't cause you to sacrifice permanents.", Creature, Angel
Angelic Armaments,Colorless,3,{3},,,"Equipped creature gets +2/+2, has flying, and is a white Angel in addition to its other colors and types.
Equip {4}", Artifact, Equipment
Bladed Bracers,Colorless,1,{1},,,"Equipped creature gets +1/+1.
As long as equipped creature is a Human or an Angel, it has vigilance.
Equip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.)", Artifact, Equipment
Gallows at Willow Hill,Colorless,3,{3},,,"{3}, {T}, Tap three untapped Humans you control: Destroy target creature. Its controller creates a 1/1 white Spirit creature token with flying.", Artifact,
Haunted Guardian,Colorless,2,{2},2,1,"Defender, first strike", Artifact Creature, Construct
Narstad Scrapper,Colorless,5,{5},3,3,{2}: Narstad Scrapper gets +1/+0 until end of turn., Artifact Creature, Construct
Otherworld Atlas,Colorless,4,{4},,,"{T}: Put a charge counter on Otherworld Atlas.
{T}: Each player draws a card for each charge counter on Otherworld Atlas.", Artifact,
Scroll of Avacyn,Colorless,1,{1},,,"{1}, Sacrifice Scroll of Avacyn: Draw a card. If you control an Angel, you gain 5 life.", Artifact,
Scroll of Griselbrand,Colorless,1,{1},,,"{1}, Sacrifice Scroll of Griselbrand: Target opponent discards a card. If you control a Demon, that player loses 3 life.", Artifact,
Tormentor's Trident,Colorless,2,{2},,,"Equipped creature gets +3/+0 and attacks each combat if able.
Equip {3}", Artifact, Equipment
Vanguard's Shield,Colorless,2,{2},,,"Equipped creature gets +0/+3 and can block an additional creature each combat.
Equip {3} ({3}: Attach to target creature you control. Equip only as a sorcery.)", Artifact, Equipment
Alchemist's Refuge,Colorless,0,,,,"{T}: Add {C}.
{G}{U}, {T}: You may cast spells this turn as though they had flash.", Land,
Desolate Lighthouse,Colorless,0,,,,"{T}: Add {C}.
{1}{U}{R}, {T}: Draw a card, then discard a card.", Land,
Slayers' Stronghold,Colorless,0,,,,"{T}: Add {C}.
{R}{W}, {T}: Target creature gets +2/+0 and gains vigilance and haste until end of turn.", Land,
Ashnod's Battle Gear,Colorless,2,{2},,,"You may choose not to untap Ashnod's Battle Gear during your untap step.
{2}, {T}: Target creature you control gets +2/-2 for as long as Ashnod's Battle Gear remains tapped.", Artifact,
Bronze Tablet,Colorless,6,{6},,,"Remove Bronze Tablet from your deck before playing if you're not playing for ante.
Bronze Tablet enters the battlefield tapped.
{4}, {T}: Exile Bronze Tablet and target nontoken permanent an opponent owns. That player may pay 10 life. If they do, put Bronze Tablet into its owner's graveyard. Otherwise, that player owns Bronze Tablet and you own the other exiled card.", Artifact,
